,is_sarcastic,titles,article_link
349,1,Defiant Sarah Huckabee Sanders Claims She Doesn’t Know Where Voice Comes From When She Opens Mouth,https://politics.theonion.com/defiant-sarah-huckabee-sanders-claims-she-doesn-t-know-1834171625
350,1,Tracking Trump Administration Turnover,https://politics.theonion.com/tracking-trump-administration-turnover-1834168007
351,1,‘Boating World Magazine’ Giving Live Updates As Its Team Of Reporters Reads All Of Mueller Report,https://politics.theonion.com/boating-world-magazine-giving-live-updates-as-its-tea-1834152242
352,1,Report: You’re Far Too Dumb To Be Reading The Mueller Report Yourself,https://politics.theonion.com/report-you-re-far-too-dumb-to-be-reading-the-mueller-r-1834149239
353,1,Barr Releases Catatonic Mueller After Removing All Sensitive Material From Special Counsel’s Brain,https://politics.theonion.com/barr-releases-catatonic-mueller-after-removing-all-sens-1834125171
354,1,Pete Buttigieg Stuns Campaign Crowd By Speaking To Manufacturing Robots In Fluent Binary,https://politics.theonion.com/pete-buttigieg-stuns-campaign-crowd-by-speaking-to-manu-1834117054
355,1,Ilhan Omar Disrespectfully Refers To America As ‘A Place’,https://politics.theonion.com/ilhan-omar-disrespectfully-refers-to-america-as-a-plac-1834052712
356,1,"William Barr Agrees To Release Nonverbal, Abstract Visual Representation Of Mueller Report",https://politics.theonion.com/william-barr-agrees-to-release-nonverbal-abstract-visu-1834004014
357,1,"Lightning Bolt Blasts Washington Monument As Mike Pence, Pete Buttigieg Locked In Battle Of Prayers On National Mall",https://politics.theonion.com/lightning-bolt-blasts-washington-monument-as-mike-pence-1833978821
358,1,Majority Of Americans Voice Support For Bernie Sanders After Learning He’s A Millionaire,https://politics.theonion.com/majority-of-americans-voice-support-for-bernie-sanders-1833954045
359,1,Family Of Congressman Glad He Finally Found Outlet For His Racism,https://politics.theonion.com/family-of-congressman-glad-he-finally-found-outlet-for-1833953456
360,1,Trump Vows Extensive Search To Find New DHS Director With Ideal Personality Disorders,https://politics.theonion.com/trump-vows-extensive-search-to-find-new-dhs-director-wi-1833895329
361,1,Homeland Security Criticized For Allowing Known Killer To Stay In Country,https://politics.theonion.com/homeland-security-criticized-for-allowing-known-killer-1833891531
362,1,White House Says Mueller Report Must Be Kept Private Because It’s So Exonerating It Would Drive Public Mad,https://politics.theonion.com/white-house-says-mueller-report-must-be-kept-private-be-1833813865
363,1,‘What’s All This I’m Hearing About People Getting Security Clearances?’ Asks Confused Mike Pompeo To White House Staff Avoiding Eye Contact,https://politics.theonion.com/what-s-all-this-i-m-hearing-about-people-getting-secur-1833779363
364,1,"Glowing, Cackling McConnell Levitates Above Senate After Realizing Chamber’s Rules Only Self-Imposed Mental Construct",https://politics.theonion.com/glowing-cackling-mcconnell-levitates-above-senate-afte-1833752678
365,1,Increasingly Cocky Bernie Sanders Announces He Won’t Take Donations Over 27 Cents,https://politics.theonion.com/increasingly-cocky-bernie-sanders-announces-he-won-t-ta-1833749650
366,1,Mueller Kinda Miffed That Barr Clearly Didn’t Read His Stuff Like He Said He Would,https://politics.theonion.com/mueller-kinda-miffed-that-barr-clearly-didn-t-read-his-1833722284
367,1,Shocked Vladimir Putin Slowly Realizing He Didn’t Conspire With Trump Campaign,https://politics.theonion.com/shocked-vladimir-putin-slowly-realizing-he-didn-t-consp-1833575011
368,1,Compassionate Trump Issues Full Presidential Pardon For Robert Mueller,https://politics.theonion.com/compassionate-trump-issues-full-presidential-pardon-for-1833558678
369,1,William Barr Declares Mueller Investigation Fully Exonerates Members Of Reagan Administration From Iran-Contra Involvement,https://politics.theonion.com/william-barr-declares-mueller-investigation-fully-exone-1833556900
370,1,Devin Nunes Threatens Defamation Lawsuit After Reputation Ruined By His Official Twitter Account,https://politics.theonion.com/devin-nunes-threatens-defamation-lawsuit-after-reputati-1833444233
371,1,Trump Vows To Bring Back Ohio Town’s White Castle,https://politics.theonion.com/trump-vows-to-bring-back-ohio-town-s-white-castle-1833381619
372,1,Beto O’Rourke Announces He Starting Obama Cover Campaign,https://politics.theonion.com/beto-o-rourke-announces-he-starting-obama-cover-campaig-1833305932
373,1,"2020 Presidential Candidate Pete Buttigieg Announces Bold Plan For 2,500-Mile Intercontinental Riverwalk",https://politics.theonion.com/2020-presidential-candidate-pete-buttigieg-announces-bo-1833302082
374,1,Nation’s Flag Nerds Anxiously Watching D.C. Statehood Push,https://politics.theonion.com/nation-s-flag-nerds-anxiously-watching-d-c-statehood-p-1833240534
375,1,New Iowa Poll Finds Majority Of Democrats Would Vote For Candidate Named ‘Bobby Cheeseburger’,https://politics.theonion.com/new-iowa-poll-finds-majority-of-democrats-would-vote-fo-1833237251
376,1,Trump Complains About Overly Complicated Controls Needed To Operate Modern-Day Doors,https://politics.theonion.com/trump-complains-about-overly-complicated-controls-neede-1833235918
377,1,What’s In The Green New Deal,https://politics.theonion.com/what-s-in-the-green-new-deal-1833149847
378,1,How GOP Leaders Go From Being #NeverTrump To Trump Supporters,https://politics.theonion.com/how-gop-leaders-go-from-being-nevertrump-to-trump-supp-1833097095
379,1,John Hickenlooper Announces Support For Nuking Australia Just To See If Anyone Paying Attention,https://politics.theonion.com/john-hickenlooper-announces-support-for-nuking-australi-1833071439
380,1,Offended Mark Meadows Reminds Colleagues He Never Once Complained About Capitol’s Integrated Drinking Fountains,https://politics.theonion.com/offended-mark-meadows-reminds-colleagues-he-never-once-1832964630
381,1,Jim Jordan Spends Hearing Demanding Michael Cohen Accept Blame For Covering Up Sexual Abuse Of Ohio State Wrestlers,https://politics.theonion.com/jim-jordan-spends-hearing-demanding-michael-cohen-accep-1832964034
382,1,House Votes Against Trump’s National Emergency On Grounds That Only Congress Allowed To Misappropriate Funds,https://politics.theonion.com/house-votes-against-trump-s-national-emergency-on-groun-1832963316
383,1,Mueller Gives Up Trying To Get Report Published After Receiving 19th Literary Agent Rejection,https://politics.theonion.com/mueller-gives-up-trying-to-get-report-published-after-r-1832959037
384,1,Trump Solemnly Lays Wreath At Site Where He Would Have Died During Vietnam War If He Weren’t Rich,https://politics.theonion.com/trump-solemnly-lays-wreath-at-site-where-he-would-have-1832907992
385,1,White House Convenes Panel Of Scientists To Make Case That Trump Capable Of Crushing Train With Bare Hands ,https://politics.theonion.com/white-house-convenes-panel-of-scientists-to-make-case-t-1832903485
386,1,"Mike Pence Criticizes Venezuela’s Use Of Torture, Starvation On Non-Homosexual Citizens",https://politics.theonion.com/mike-pence-criticizes-venezuela-s-use-of-torture-starv-1832880275
387,1,Netanyahu Defends New Alliance With Israel’s Far-Right Aryan Supremacy Party,https://politics.theonion.com/netanyahu-defends-new-alliance-with-israel-s-far-right-1832879468
388,1,"Trump Demands William Barr Prove Loyalty By Putting Gun In Mouth, Pulling Trigger",https://politics.theonion.com/trump-demands-william-barr-prove-loyalty-by-putting-gun-1832816704
389,1,Mueller Admits A Smarter President Would’ve Totally Found Way To Stop Investigation By Now,https://politics.theonion.com/mueller-admits-a-smarter-president-would-ve-totally-fou-1832790637
390,1,"‘We Will Not Repeat The Mistakes Of The 2016 Election,’ Vows Nation Still Using Internet",https://politics.theonion.com/we-will-not-repeat-the-mistakes-of-the-2016-election-1832763775
391,1,Trump Agrees To Wear Wire To Take Down Roger Stone,https://politics.theonion.com/trump-agrees-to-wear-wire-to-take-down-roger-stone-1832759793
392,1,Trump Confirms All Violent Options On The Table In Venezuela,https://politics.theonion.com/trump-confirms-all-violent-options-on-the-table-in-vene-1832729737
393,1,"Trump Offers Clear, Historical Precedent For Deploying U.S. Military With No Provocation",https://politics.theonion.com/trump-offers-clear-historical-precedent-for-deploying-1832659857
394,1,Trump Base Celebrates President For Standing Up To Constitution,https://politics.theonion.com/trump-base-celebrates-president-for-standing-up-to-cons-1832659448
395,1,Elliott Abrams Defends War Crimes As Happening Back In The ’80s When Everyone Was Doing It,https://politics.theonion.com/elliott-abrams-defends-war-crimes-as-happening-back-in-1832632902
396,1,"Trump Invites Supporter, BBC Cameraman To Finish Altercation At White House",https://politics.theonion.com/trump-invites-supporter-bbc-cameraman-to-finish-alterc-1832572550
397,1,Nation Horrified To Discover Cory Booker Already A Senator,https://politics.theonion.com/nation-horrified-to-discover-cory-booker-already-a-sena-1832568259
398,1,Parasitic Space Worm Controlling Mark Kelly’s Body Announces Arizona Senate Bid,https://politics.theonion.com/parasitic-space-worm-controlling-mark-kelly-s-body-anno-1832564499
399,1,Amy Klobuchar Pledges To Fight Everyday Americans,https://politics.theonion.com/amy-klobuchar-pledges-to-fight-everyday-americans-1832539124
400,1,"Mueller Annoyed By Chipper, Overeager Adam Schiff Constantly Sending Him Evidence He’s Already Uncovered",https://politics.theonion.com/mueller-annoyed-by-chipper-overeager-adam-schiff-const-1832468027
401,1,Ralph Northam Admits He Once Engaged In Pedophilia As Part Of Michael Jackson Costume,https://politics.theonion.com/ralph-northam-admits-he-once-engaged-in-pedophilia-as-p-1832405275
402,1,Cold Panic Grips Stacey Abrams As Trump Begins Delivering Speech Almost Identical To One She Wrote,https://politics.theonion.com/cold-panic-grips-stacey-abrams-as-trump-begins-deliveri-1832374238
403,1,Trump Claims Greatest Threat Facing Nation Toys Coming To Life While Owner Not In Room,https://politics.theonion.com/trump-claims-greatest-threat-facing-nation-toys-coming-1832370525
404,1,Guilt-Ridden Stacey Abrams Wondering When She Should Tell Democrats That She Lost Her Election,https://politics.theonion.com/guilt-ridden-stacey-abrams-wondering-when-she-should-te-1832367801
405,1,Cory Booker Apologizes To Wall Street Bankers For The Mean Things He’s Going To Have To Say About Them,https://politics.theonion.com/cory-booker-apologizes-to-wall-street-bankers-for-the-m-1832268385
406,1,Jimmy Carter Concerned Desire For Fresh Faces In Democratic Party May Hurt His Chances In 2020,https://politics.theonion.com/jimmy-carter-concerned-desire-for-fresh-faces-in-democr-1832200632
407,1,"Dick Cheney Finally Hunts Down, Kills Man He Shot In Face In 2006",https://politics.theonion.com/dick-cheney-finally-hunts-down-kills-man-he-shot-in-fa-1832167962
408,1,Report: Mueller Investigation Nearly Done With First Day Of Trump Campaign,https://politics.theonion.com/report-mueller-investigation-nearly-done-with-first-da-1832163270
409,1,"‘Follow Your Instructions, This Is All Part Of The Plan,’ Hisses Richard Nixon Tattoo Protruding From Roger Stone’s Back",https://politics.theonion.com/follow-your-instructions-this-is-all-part-of-the-plan-1832160706
410,1,Howard Schultz Considering Independent Presidential Run After Finding No Initial Support Among Any Voter Groups,https://politics.theonion.com/howard-schultz-considering-independent-presidential-run-1832126653
411,1,Jared Kushner Assures Reporters He Never Revealed State Secrets Without Turning Huge Profit,https://politics.theonion.com/jared-kushner-assures-reporters-he-never-revealed-state-1832056658
412,1,Emaciated Peter Alexander Burns Podium For Warmth After Being Locked In Abandoned Press Briefing Room Since December,https://politics.theonion.com/emaciated-peter-alexander-burns-podium-for-warmth-after-1832026399
413,1,Giuliani: ‘Let’s Just Start Everything Over’,https://politics.theonion.com/giuliani-let-s-just-start-everything-over-1831966306
414,1,Kamala Harris Assembles Campaign Staff Of Unpaid California Prison Laborers,https://politics.theonion.com/kamala-harris-assembles-campaign-staff-of-unpaid-califo-1831958905
415,1,Chuck Grassley Voted Against MLK Day Due To Foreseeing How Everyone Would Dishonor King’s Memory,https://politics.theonion.com/chuck-grassley-reveals-he-voted-against-mlk-day-due-to-1831958615
416,1,John Bolton Insists Iran Likely Harboring Dangerous Terrorist Osama Bin Laden,https://politics.theonion.com/john-bolton-insists-iran-likely-harboring-dangerous-ter-1831852419
417,1,"‘Don’t Make Me Regret This,’ Mueller Tells Rick Gates Before Uncuffing Him To Work On Investigation Together",https://politics.theonion.com/don-t-make-me-regret-this-mueller-tells-rick-gates-b-1831849285
418,1,Poll Finds 100% Of Americans Blame Shutdown Entirely On Colorado Representative Scott Tipton,https://politics.theonion.com/poll-finds-100-of-americans-blame-shutdown-entirely-on-1831845310
419,1,Presumptuous Congressional Freshman Thinks She Can Just Come In And Represent Constituents,https://politics.theonion.com/presumptuous-congressional-freshman-thinks-she-can-just-1831842239
420,1,Poll Shows Increasing Number Of Voters Blame Founding Fathers For Starting America,https://politics.theonion.com/poll-shows-increasing-number-of-voters-blame-founding-f-1831774082
421,1,Chuck Schumer Honestly Pretty Amazed He Hasn’t Caved Yet,https://politics.theonion.com/chuck-schumer-honestly-pretty-amazed-he-hasn-t-caved-ye-1831768383
422,1,GOP Strips Steve King Of Post On Powerful House Segregation Committee,https://politics.theonion.com/gop-strips-steve-king-of-post-on-powerful-house-segrega-1831741049
423,1,Advisors Instruct William Barr To Avoid Referring To Trump As ‘My Liege’ During Confirmation Hearing,https://politics.theonion.com/advisors-instruct-william-barr-to-avoid-referring-to-tr-1831739784
424,1,Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb,https://politics.theonion.com/nation-not-sure-how-many-ex-trump-staffers-it-can-safel-1823468346
425,1,Exhausted Robert Mueller Turns Off Phone To Give Himself Breather From Russia Probe News Over Holiday Break,https://politics.theonion.com/exhausted-robert-mueller-turns-off-phone-to-give-himsel-1831260409
426,1,The Trump Presidency In 2018,https://politics.theonion.com/the-trump-presidency-in-2018-1831205342
427,1,"Ryan Zinke Apologizes For Misuse Of Government Funds By Sending Ethics Committee $160,000 Vase",https://politics.theonion.com/ryan-zinke-apologizes-for-misuse-of-government-funds-by-1831156792
428,1,Trump Administration Launches Human Rights Investigation Into Senate’s Harsh Treatment Of Mohammad Bin Salman,https://politics.theonion.com/trump-administration-launches-human-rights-investigatio-1831153052
429,1,Michael Cohen Granted Prison Work Release For New Job With Trump 2020 Campaign,https://politics.theonion.com/michael-cohen-granted-prison-work-release-for-new-job-w-1831053442
430,1,Michael Cohen Completes First Stage Of Intricate Plan To Break Incarcerated Brother Out Of Prison From Inside,https://politics.theonion.com/michael-cohen-completes-first-stage-of-intricate-plan-t-1831052788
431,1,Trump Claims Substantial Portions Of The U.S.-Mexico Laser Forcefield Have Already Been Built,https://politics.theonion.com/trump-claims-substantial-portions-of-the-u-s-mexico-la-1831026612
432,1,White House Ficus To Leave For Virginia Arboretum After Declining Trump’s Offer To Be Chief Of Staff,https://politics.theonion.com/white-house-ficus-to-leave-for-virginia-arboretum-after-1830989844
433,1,John Kelly Resigns In Last-Ditch Effort To Save His And Trump’s Friendship,https://politics.theonion.com/john-kelly-resigns-in-last-ditch-effort-to-save-his-and-1830989628
434,1,Top Agenda Items In Upcoming Democratic-Majority House,https://politics.theonion.com/top-agenda-items-in-upcoming-democratic-majority-house-1830936975
435,1,Incredibly Popular George H.W. Bush Funeral Gets Extended 2-Week Run,https://politics.theonion.com/incredibly-popular-george-h-w-bush-funeral-gets-extend-1830912726
436,1,Gina Haspel Briefs Senators On Saudis’ ‘Shockingly Uninspired’ Khashoggi Interrogation,https://politics.theonion.com/gina-haspel-briefs-senators-on-saudis-shockingly-unin-1830864371
437,1,GOP-Controlled Wisconsin Legislature Votes To Dissolve State Rather Than Let Democrats Have It,https://politics.theonion.com/gop-controlled-wisconsin-legislature-votes-to-dissolve-1830857553
438,1,Senate Bill To End U.S. Role In Yemen War Rejected By House Raytheon Executives,https://politics.theonion.com/senate-bill-to-end-u-s-role-in-yemen-war-rejected-by-h-1830746674
439,1,Depressed Mueller Wonders What It Is About Him That Makes Everyone Lie To Him,https://politics.theonion.com/depressed-mueller-wonders-what-it-is-about-him-that-mak-1830694762
440,1,"Trump Insists Manafort, Assange Only Discussed How Bad Collusion Is",https://politics.theonion.com/trump-insists-manafort-assange-only-discussed-how-bad-1830693199
441,1,Open-Ended New Bill Criminalizes Whatever Black People Up To Right Now,https://politics.theonion.com/open-ended-new-bill-criminalizes-whatever-black-people-1830569547
442,1,The Onion Celebrates The 76th Year Of Diamond Joe's Wild-Ass Magic Carpet Ride,https://politics.theonion.com/the-onion-celebrates-the-76th-year-of-diamond-joes-wild-1830567976
443,1,Melania Releases Statement Calling For Removal Of First Lady From White House,https://politics.theonion.com/melania-releases-statement-calling-for-removal-of-first-1830446741
444,1,Nancy Pelosi Planning To Reenergize House By Injecting Self With Blood Of Young Representatives,https://politics.theonion.com/nancy-pelosi-planning-to-reenergize-house-by-injecting-1830442313
445,1,Steve King Vehemently Denies Comparing Immigrants To People,https://politics.theonion.com/steve-king-vehemently-denies-comparing-immigrants-to-pe-1830417098
446,1,Hillary Launches Campaign To Raise $100 Million Or Else She’ll Run For President,https://politics.theonion.com/hillary-launches-campaign-to-raise-100-million-or-else-1830416470
447,1,Trump Hacks Through Thick Central American Jungle In Search Of Entirely New Ethnic Group To Demonize,https://politics.theonion.com/trump-hacks-through-thick-central-american-jungle-in-se-1830384914
448,1,Georgia GOP Demands Stacey Abrams Step Down As Candidate To Avoid Conflict Of Interest,https://politics.theonion.com/georgia-gop-demands-stacey-abrams-step-down-as-candidat-1830342619
449,1,Mueller Annoyed By Dipshit Protestors Holding Up Traffic During Commute,https://politics.theonion.com/mueller-annoyed-by-dipshit-protestors-holding-up-traffi-1830323717
450,1,"Anguished, Screaming Trump Bans Father’s Ghost From Press Room For Silently Pointing At Him",https://politics.theonion.com/anguished-screaming-trump-bans-father-s-ghost-from-pre-1830316211
451,1,Mueller Wondering Why There All This Drama Over Trump’s Unpaid Parking Violations,https://politics.theonion.com/mueller-wondering-why-there-all-this-drama-over-trump-s-1830314434
452,1,Sarah Huckabee Sanders Denies Doctoring Footage Showing Jim Acosta In Clown Makeup Blowing Up Gotham Hospital,https://politics.theonion.com/sarah-huckabee-sanders-denies-doctoring-footage-showing-1830314031
453,1,Beto Voter Struggling To Refocus Her Sexual Fantasies On Ted Cruz,https://politics.theonion.com/beto-voter-struggling-to-refocus-her-sexual-fantasies-o-1830295575
454,1,Key Takeaways From The 2018 Midterms,https://politics.theonion.com/key-takeaways-from-the-2018-midterms-1830286772
455,1,Trump Unveils Reelection Campaign Plan To Drive Bus Into Crowds Across Country,https://politics.theonion.com/trump-unveils-reelection-campaign-plan-to-drive-bus-int-1830283639
456,1,Bored J.B. Pritzker Brainstorming New Hobbies To Blow Money On After Winning Election,https://politics.theonion.com/bored-j-b-pritzker-brainstorming-new-hobbies-to-blow-m-1830281491
457,1,Georgia Election Worker Assures Black Man Ballot Scanner Supposed To Sound Like Shredder,https://politics.theonion.com/georgia-election-worker-assures-black-man-ballot-scanne-1830266358
458,1,Man Confused By Obscure Down-Ballot Measure About Deciding Who His Senator Should Be,https://politics.theonion.com/man-confused-by-obscure-down-ballot-measure-about-decid-1830265479
459,1,Pros And Cons Of Compulsory Voting,https://politics.theonion.com/pros-and-cons-of-compulsory-voting-1830262095
460,1,"North Carolina Voter In Heavily Gerrymandered District Somehow Voting For Montana Senate, Mayor Of Phoenix",https://politics.theonion.com/north-carolina-voter-in-heavily-gerrymandered-district-1830260864
461,1,Libertarian Candidate Worried After Latest Poll Shows Him 98 Points Behind,https://politics.theonion.com/libertarian-candidate-worried-after-latest-poll-shows-h-1830258481
462,1,Man Wishes There Were Some Kind Of Pre-Midterm Race Where Voters Could Select Better Candidates,https://politics.theonion.com/man-wishes-there-were-some-kind-of-pre-midterm-race-whe-1830255374
463,1,Nation Begs For Midterms To Be Pushed Back To Delay Start Of 2020 Presidential Campaigns,https://politics.theonion.com/nation-begs-for-midterms-to-be-pushed-back-to-delay-sta-1830230678
464,1,New Trump Campaign Ad Claims That Illegal Immigrants Currently Murdering You With Knife,https://politics.theonion.com/new-trump-campaign-ad-claims-that-illegal-immigrants-cu-1830183720
465,1,White House Concerned Ryan Zinke Made Land Deal Without Giving Cut To Trump,https://politics.theonion.com/white-house-concerned-ryan-zinke-made-land-deal-without-1830183348
466,1,Midterms 2018: Key Senate Races To Watch,https://politics.theonion.com/midterms-2018-key-senate-races-to-watch-1830182741
467,1,Brian Kemp Campaign Energized After Seeing Early Voter Suppression Numbers,https://politics.theonion.com/brian-kemp-campaign-energized-after-seeing-early-voter-1830158728
468,1,Poll Finds 2018 Midterms Resting On Critical Swing Group Of People Who Showed Up Looking For Community Center Pottery Class,https://politics.theonion.com/poll-finds-2018-midterms-resting-on-critical-swing-grou-1830157044
469,1,Political Scientists Trace American Democracy’s Severe Polarization To Fucking Idiots On Other Side Of Aisle,https://politics.theonion.com/political-scientists-trace-american-democracy-s-severe-1830136614
470,1,Midterms 2018: Key House Races To Watch,https://politics.theonion.com/midterms-2018-key-house-races-to-watch-1830130385
471,1,Trump Turns On Fox News And Tells Aides To Make Whatever They’re Saying A Law,https://politics.theonion.com/trump-turns-on-fox-news-and-tells-aides-to-make-whateve-1830109538
472,1,Trump Claims He Can Overrule Constitution With Executive Order Because Of Little-Known ‘No One Will Stop Me’ Loophole,https://politics.theonion.com/trump-claims-he-can-overrule-constitution-with-executiv-1830106306
473,1,Voter Just Needs To Know Which Candidate Chops Wood In A Flannel Shirt,https://politics.theonion.com/voter-just-needs-to-know-which-candidate-chops-wood-in-1830103573
474,1,Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting,https://politics.theonion.com/trump-slams-worldwide-jewish-conspiracy-for-not-doing-m-1830077401
475,1,Man Just Knows Hillary Clinton Going To Have Opinion On Not Dying In Explosion,https://politics.theonion.com/man-just-knows-hillary-clinton-going-to-have-opinion-on-1829977759
476,1,Chuck Schumer Relieved He’s Never Taken Stance Meaningful Enough To Have Someone Mail Him Explosive,https://politics.theonion.com/chuck-schumer-relieved-he-s-never-taken-stance-meaningf-1829972180
477,1,Midterms 2018: Gubernatorial Races To Watch,https://politics.theonion.com/midterms-2018-gubernatorial-races-to-watch-1829970085
478,1,Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest,https://politics.theonion.com/nation-s-fact-checkers-confirm-they-ll-probably-wrap-up-1829938690
479,1,Trump Announces He’ll Pay Legal Fees Of Any Rally Attendee Who Beats Up Ted Cruz,https://politics.theonion.com/trump-announces-he-ll-pay-legal-fees-of-any-rally-atten-1829922360
480,1,Ted Cruz Stuck In Nosebleed Seats At Senate Campaign Rally,https://politics.theonion.com/ted-cruz-stuck-in-nosebleed-seats-at-senate-campaign-ra-1829922235
481,1,"Bearded, Keffiyeh-Clad Jared Kushner Avoids Conflict Of Interest By Joining Saudi Royal Family",https://politics.theonion.com/bearded-keffiyeh-clad-jared-kushner-avoids-conflict-of-1829867930
482,1,Timeline Of The U.S. Supreme Court,https://politics.theonion.com/timeline-of-the-u-s-supreme-court-1829867865
483,1,New Ted Cruz Attack Ad Declares Beto O’Rourke Too Good For Texas,https://politics.theonion.com/new-ted-cruz-attack-ad-declares-beto-o-rourke-too-good-1829842240
484,1,Trump Administration Urges Saudis To Stick To Killing Random Yemeni Civilians,https://politics.theonion.com/trump-administration-urges-saudis-to-stick-to-killing-r-1829713565
485,1,Report: Many States Still Relying On Outdated Methods To Disenfranchise Voters,https://politics.theonion.com/report-many-states-still-relying-on-outdated-methods-t-1829711550
486,1,New Polls Increase Fears That Midterm Elections Will Be Won By Wave Of Politicians,https://politics.theonion.com/new-polls-increase-fears-that-midterm-elections-will-be-1829636720
487,1,Nikki Haley Resigns To Accept Consulting Role With Afghan Warlord,https://politics.theonion.com/nikki-haley-resigns-to-accept-consulting-role-with-afgh-1829634982
488,1,Saudis Insist Missing Journalist Was Already Dismembered Before He Left Consulate,https://politics.theonion.com/saudis-insist-missing-journalist-was-already-dismembere-1829608907
489,1,Senator Feinstein Wondering If Now A Good Time To Disclose 7 Highly Credible Murder Allegations Against Kavanaugh She Received Weeks Ago,https://politics.theonion.com/senator-feinstein-wondering-if-now-a-good-time-to-discl-1829555909
490,1,Kavanaugh Blasted For Destroying Reputation Of Good Man ,https://politics.theonion.com/kavanaugh-blasted-for-destroying-reputation-of-good-man-1829554513
491,1,Clinton Laughs Off Idea She Politically Savvy Enough To Launch Revenge Campaign On Kavanaugh,https://politics.theonion.com/clinton-laughs-off-idea-she-politically-savvy-enough-to-1829502315
492,1,Ted Cruz Vs. Beto O’Rourke,https://politics.theonion.com/ted-cruz-vs-beto-o-rourke-1829492590
493,1,Kavanaugh Starting To Get Worried About Not Hearing Back After Job Interview,https://politics.theonion.com/kavanaugh-starting-to-get-worried-about-not-hearing-bac-1829473092
494,1,White House Corrects Transcript To Add Few More Insults About Female Reporter,https://politics.theonion.com/white-house-corrects-transcript-to-add-few-more-insults-1829471451
495,1,Lisa Murkowski Admits She Thought Being Alaskan Senator Would Just Mean Having To Deal With Bears And Shit,https://politics.theonion.com/lisa-murkowski-admits-she-thought-being-alaskan-senator-1829400439
496,1,Mark Judge Can’t Believe That Fucking Lightweight Kavanaugh Got ‘Boofing’ And ‘The Devil’s Triangle’ Wrong,https://politics.theonion.com/mark-judge-can-t-believe-that-fucking-lightweight-kavan-1829398554
497,1,Kavanaugh Impressed By Hazing Rituals Before They Let You Join Supreme Court,https://politics.theonion.com/kavanaugh-impressed-by-hazing-rituals-before-they-let-y-1829370263
498,1,Kavanaugh Claims He Never Committed Sexual Assault As It Will Be Defined After Future Supreme Court Case,https://politics.theonion.com/kavanaugh-claims-he-never-committed-sexual-assault-as-i-1829369091
499,1,GOP Attacks Christine Blasey Ford For Never Coming Forward To Testify,https://politics.theonion.com/gop-attacks-christine-blasey-ford-for-never-coming-forw-1829365179
500,1,Trump Regrets Choosing Kavanaugh After Supreme Court Nominee Keeps Talking About How Much He Respects Women,https://politics.theonion.com/trump-regrets-choosing-kavanaugh-after-supreme-court-no-1829335851
501,1,Kavanaugh Says It’s Super Embarrassing And Sad That Christine Blasey Ford Still In Love With Him,https://politics.theonion.com/kavanaugh-says-it-s-super-embarrassing-and-sad-that-chr-1829303902
502,1,Everyone At U.N. Watching Trump Speak Can’t Believe They Used To Consider U.S. A Superpower,https://politics.theonion.com/everyone-at-u-n-watching-trump-speak-can-t-believe-the-1829302323
503,1,"Over 417,000 Hours Of Private Presidential Conversations Discovered After No One Remembered To Turn Off Richard Nixon’s Tape Recorder",https://politics.theonion.com/over-417-000-hours-of-private-presidential-conversation-1829235536
504,1,Trump Asks Why Kavanaugh Accuser Didn’t Just Immediately Request Hush Money,https://politics.theonion.com/trump-asks-why-kavanaugh-accuser-didn-t-just-immediatel-1829228716
505,1,Congress Wishes They Could Help Puerto Rico But It’s All The Way Over There,https://politics.theonion.com/congress-wishes-they-could-help-puerto-rico-but-it-s-al-1829228450
506,1,"GOP Officials Urge Calmer, More Reasonable Death Threats Toward Kavanaugh Accuser",https://politics.theonion.com/gop-officials-urge-calmer-more-reasonable-death-threat-1829209510
507,1,GOP Officials: Kavanaugh Shouldn’t Be Held Accountable For Something He Did As White Teenager,https://politics.theonion.com/gop-officials-kavanaugh-shouldn-t-be-held-accountable-1829178729
508,1,White House Increases Number Of Asylum Seekers Allowed To Enter Spike-Filled Refugee Compactor,https://politics.theonion.com/white-house-increases-number-of-asylum-seekers-allowed-1829149820
509,1,White House Raises Official Hurricane Florence Death Toll To -17,https://politics.theonion.com/white-house-raises-official-hurricane-florence-death-to-1829114814
510,1,Kavanaugh Sweating Bullets After Betting Life Savings On Being Confirmed To Supreme Court,https://politics.theonion.com/kavanaugh-sweating-bullets-after-betting-life-savings-o-1829114450
511,1,Senate Republicans Seek To Delay Kavanaugh Vote Until Accuser Properly Smeared,https://politics.theonion.com/senate-republicans-seek-to-delay-kavanaugh-vote-until-a-1829114212
512,1,Koch Brothers Furious Kavanaugh Never Disclosed That Nation Might Care About Sexual Abuse,https://politics.theonion.com/koch-brothers-furious-kavanaugh-never-disclosed-that-na-1829113141
513,1,The Case For And Against Confirming Brett Kavanaugh,https://politics.theonion.com/the-case-for-and-against-confirming-brett-kavanaugh-1829040448
514,1,Trump Unfairly Claims Credit For Rise In Economic Inequality That Occurred Under Obama’s Watch,https://politics.theonion.com/trump-unfairly-claims-credit-for-rise-in-economic-inequ-1828972539
